CarNumber,Refund,Fines,Make,Model,Year
9488EY178RUS,2.0,1300.0,Ford,Focus,1992
96857X197RUS,2.0,18900.0,Skoda,Octavia,1989
O481OH77RUS,2.0,1000.0,Toyota,Camry,1995
K326T8197RUS,1.0,100.0,Volkswagen,Passat,2016
90159H178RUS,1.0,8594.5864661654,Volkswagen,Passat,1990
9469EX178RUS,1.0,4200.0,Ford,Focus,1989
X796TH96RUS,1.0,500.0,Ford,Focus,2009
9499KX178RUS,1.0,4600.0,Ford,Focus,1989
Y358O8197RUS,2.0,21800.0,Ford,Focus,2013
C420X938RUS,2.0,3300.0,Ford,Focus,2003
Y965O8197RUS,2.0,1600.0,Ford,Focus,2017
96429X178RUS,2.0,1300.0,Ford,Focus,2013
Y274O8197RUS,2.0,10700.0,Ford,Focus,1981
Y358O8197RUS,1.0,43600.0,Ford,Focus,1992
E223YM197RUS,2.0,19500.0,Ford,Focus,2018
E42277152RUS,2.0,5300.0,Ford,Focus,2003
E34877152RUS,2.0,36600.0,Ford,Focus,1984
Y964EE197RUS,2.0,8594.5864661654,Ford,Focus,1982
T6049O50RUS,2.0,15000.0,Ford,Focus,2016
8601XX154RUS,1.0,3900.0,Skoda,Octavia,2007
H259HY161RUS,1.0,900.0,Toyota,Corolla,1999
T940CC96RUS,1.0,500.0,Ford,Focus,1984
T288CT96RUS,1.0,1500.0,Ford,Focus,1990
Y6839Y50RUS,1.0,1500.0,Ford,Focus,2013
Y344E877RUS,1.0,1000.0,Ford,Focus,2014
K889HY161RUS,2.0,46200.0,Ford,Mondeo,2016
H214X836RUS,1.0,8000.0,Ford,Focus,1994
T399KX197RUS,2.0,15300.0,Ford,Focus,1994
O421OT161RUS,1.0,1200.0,Skoda,Octavia,2008
H232YH197RUS,1.0,8594.5864661654,Ford,Focus,1998
7360C8197RUS,2.0,9600.0,Ford,Focus,1983
T6418M116RUS,1.0,49200.0,Ford,Focus,1995
7248C8197RUS,2.0,34400.0,Ford,Mondeo,2012
Y194O8161RUS,2.0,900.0,Ford,Focus,1994
9881HX152RUS,2.0,20600.0,Ford,Focus,2005
T6359O50RUS,2.0,13500.0,Ford,Focus,1993
E29677161RUS,2.0,6000.0,Ford,Focus,1999
T020MM116RUS,2.0,3000.0,Skoda,Octavia,2004
C798ET50RUS,1.0,5000.0,Ford,Focus,2012
Y7719C197RUS,2.0,4600.0,Ford,Focus,1986
9502XX38RUS,1.0,3000.0,Skoda,Octavia,2007
8521XX154RUS,1.0,1000.0,Ford,Focus,1997
Y273O8197RUS,2.0,26300.0,Ford,Focus,1982
M580CH197RUS,2.0,47500.0,Ford,Focus,2008
K376HE161RUS,1.0,100.0,Ford,Focus,2015
7193TT36RUS,2.0,3300.0,Ford,Focus,2012
O785T9163RUS,1.0,500.0,Ford,Focus,2005
H618YC38RUS,1.0,300.0,Volkswagen,Golf,2007
Y7689C197RUS,1.0,36000.0,Ford,Focus,2007
M592CH197RUS,1.0,3500.0,Skoda,Octavia,2013
Y352O8197RUS,2.0,77700.0,Ford,Focus,2008
9068EM178RUS,1.0,600.0,Ford,Focus,2006
7783KT197RUS,1.0,6000.0,Ford,Focus,2007
Y305E877RUS,2.0,2500.0,Ford,Focus,2004
E881OT197RUS,2.0,5500.0,Skoda,Octavia,2019
Y8259C197RUS,2.0,3000.0,Ford,Focus,2000
Y969O8197RUS,2.0,7800.0,Ford,Focus,1992
92928M178RUS,2.0,3000.0,Ford,Focus,2017
O718MM163RUS,2.0,7000.0,Ford,Focus,2003
Y7129Y50RUS,1.0,8594.5864661654,Ford,Focus,1986
9975CC77RUS,2.0,7000.0,Ford,Focus,1993
C592EY154RUS,1.0,2000.0,Ford,Focus,2007
T195OK161RUS,1.0,6700.0,Ford,Mondeo,1993
Y966O8197RUS,2.0,20800.0,Ford,Focus,1986
T914CT197RUS,2.0,7200.0,Toyota,Camry,1983
E41977152RUS,2.0,2400.0,Ford,Focus,1989
T171CC96RUS,1.0,1000.0,Ford,Focus,1987
9464EX178RUS,2.0,2100.0,Ford,Focus,1988
O50197197RUS,2.0,7800.0,Ford,Focus,1992
7608EE777RUS,1.0,4000.0,Skoda,Octavia,2000
X583HE161RUS,1.0,3000.0,Ford,Focus,1984
Y7229Y50RUS,2.0,2500.0,Ford,Focus,1982
M6977E152RUS,1.0,500.0,Ford,Focus,1996
K2797K154RUS,1.0,800.0,Ford,Focus,2011
8325M7154RUS,1.0,1000.0,Ford,Focus,1987
Y192O8161RUS,2.0,300.0,Ford,Focus,1999
7784KT197RUS,1.0,6600.0,Ford,Focus,1989
96599X178RUS,1.0,500.0,Ford,Focus,1990
X760HY197RUS,1.0,10100.0,Ford,Focus,2002
Y358O8197RUS,2.0,10900.0,Ford,Focus,2010
H966HY161RUS,1.0,500.0,Ford,Focus,2013
9938KK197RUS,2.0,28500.0,Ford,Focus,1993
98087H178RUS,1.0,8594.5864661654,Ford,Focus,1999
K2807K154RUS,1.0,500.0,Ford,Focus,2001
H977HY161RUS,1.0,600.0,Ford,Focus,1996
7367C8197RUS,1.0,6000.0,Ford,Focus,1993
9137X938RUS,1.0,1600.0,Ford,Focus,1986
Y356O8197RUS,2.0,15300.0,Ford,Focus,2013
9398MM199RUS,1.0,300.0,Volkswagen,Passat,2010
8436XX154RUS,1.0,2400.0,Ford,Focus,2006
8180XX154RUS,2.0,1400.0,Ford,Focus,1991
E53477152RUS,1.0,7200.0,Ford,Focus,2008
O718MM163RUS,2.0,3500.0,Ford,Focus,1994
9677MO178RUS,1.0,1100.0,Ford,Mondeo,2009
9498KX178RUS,1.0,4000.0,Ford,Focus,2000
K436MO152RUS,2.0,3000.0,Ford,Focus,2005
7194TT36RUS,2.0,2300.0,Ford,Focus,2002
7364C8197RUS,2.0,4500.0,Ford,Focus,2011
O136HO197RUS,2.0,7800.0,Toyota,Corolla,1999
O68897197RUS,2.0,12300.0,Ford,Focus,1995
O718MM163RUS,2.0,8594.5864661654,Ford,Focus,1993
7065C8197RUS,2.0,11400.0,Volkswagen,Passat,1987
O22097197RUS,1.0,24300.0,Ford,Focus,2017
Y163O8161RUS,2.0,1600.0,Ford,Focus,1980
M0309X197RUS,1.0,22300.0,Ford,Focus,1998
O673E8197RUS,2.0,600.0,Ford,Focus,1985
8610T8154RUS,1.0,2000.0,Ford,Focus,1995
H419XE197RUS,2.0,8594.5864661654,Toyota,Corolla,2011
M0299X197RUS,1.0,500.0,Ford,Focus,1985
83298C154RUS,2.0,8500.0,Ford,Focus,1986
H957HY161RUS,1.0,7500.0,Ford,Focus,2010
T941CC96RUS,2.0,2100.0,Ford,Focus,2006
H966HY161RUS,2.0,1500.0,Ford,Focus,2000
Y655E8750RUS,1.0,1500.0,Skoda,Octavia,1988
C410X938RUS,2.0,900.0,Ford,Focus,2019
7781KT197RUS,1.0,2600.0,Ford,Focus,1994
97968K152RUS,1.0,800.0,Ford,Focus,1999
H837YK197RUS,1.0,3000.0,Audi,,1989
X320MK197RUS,2.0,1300.0,Ford,Focus,2015
96907X197RUS,2.0,200.0,BMW,,2012
C798ET50RUS,2.0,8594.5864661654,Ford,Focus,2007
8441XX154RUS,1.0,6000.0,Ford,Focus,1983
8180XX154RUS,1.0,1500.0,Ford,Focus,1999
9402KK197RUS,1.0,7600.0,Toyota,Camry,2018
7840C8197RUS,2.0,41700.0,Ford,Focus,2005
7788KT197RUS,2.0,19800.0,Ford,Focus,1987
E41577152RUS,1.0,800.0,Ford,Focus,2009
Y352O8197RUS,2.0,8000.0,Ford,Focus,1989
8321XX154RUS,2.0,19800.0,Ford,Focus,1989
H976HY161RUS,1.0,37800.0,Ford,Focus,1981
K2797K154RUS,2.0,1300.0,Ford,Focus,2005
Y302E877RUS,1.0,1900.0,Ford,Focus,2013
K2797K154RUS,2.0,2000.0,Ford,Focus,1980
92918M178RUS,1.0,10700.0,Ford,Focus,1992
89557X197RUS,1.0,7000.0,Toyota,Camry,1995
8316XX154RUS,1.0,100.0,Ford,Focus,2007
96659X178RUS,1.0,1000.0,Ford,Focus,1991
H259HY161RUS,1.0,9600.0,Toyota,Corolla,2016
X782CO96RUS,1.0,800.0,Ford,Focus,2016
H232YH197RUS,1.0,7600.0,Ford,Focus,1990
T288CT96RUS,2.0,1000.0,Ford,Focus,2015
Y7129Y50RUS,1.0,12700.0,Ford,Focus,2011
T171CC96RUS,1.0,8594.5864661654,Ford,Focus,1983
H906YK197RUS,1.0,8600.0,Ford,Focus,2008
E160YX77RUS,2.0,55500.0,Ford,Focus,1992
E816HE77RUS,1.0,500.0,Ford,Focus,1992
Y8259C197RUS,1.0,5000.0,Ford,Focus,2004
H115YO163RUS,1.0,18400.0,Ford,Focus,2010
8437XX154RUS,1.0,2500.0,Ford,Focus,1988
H961HY161RUS,1.0,8594.5864661654,Ford,Focus,1982
H237YH197RUS,1.0,2100.0,Ford,Focus,2000
T6459O50RUS,1.0,43600.0,Ford,Focus,2013
M268CH197RUS,2.0,3200.0,Toyota,Camry,1994
T6049O50RUS,1.0,600.0,Ford,Focus,2003
C420X938RUS,1.0,9000.0,Ford,Focus,1996
C3829X154RUS,1.0,1000.0,Ford,Focus,2016
O22397197RUS,2.0,10900.0,Ford,Focus,1999
E52677152RUS,1.0,12800.0,Ford,Focus,2007
C584EY154RUS,1.0,2600.0,Ford,Focus,2013
7828C8197RUS,1.0,3200.0,Ford,Focus,1991
7183TT36RUS,1.0,47500.0,Ford,Focus,2017
O718MM163RUS,2.0,8500.0,Ford,Focus,2004
X256HE161RUS,2.0,2000.0,Ford,Focus,2018
E160YX77RUS,2.0,8500.0,Ford,Focus,1990
7840C8197RUS,1.0,15300.0,Ford,Focus,2008
X286TC36RUS,2.0,7000.0,Ford,Focus,2019
T6428M116RUS,1.0,3900.0,Ford,Focus,1995
Y7689C197RUS,1.0,3900.0,Ford,Focus,1980
H618YC38RUS,1.0,8594.5864661654,Volkswagen,Golf,2003
O49797197RUS,1.0,500.0,Ford,Focus,2015
H419XE197RUS,1.0,1000.0,Toyota,Corolla,1987
H971HY161RUS,2.0,3000.0,Ford,Focus,1992
H957HY161RUS,1.0,10200.0,Ford,Focus,2016
T6449O50RUS,2.0,20600.0,Ford,Focus,2007
9499KX178RUS,2.0,600.0,Ford,Focus,1997
T394KX197RUS,2.0,6000.0,Ford,Focus,2009
Y344E877RUS,1.0,9500.0,Ford,Focus,2000
O77997197RUS,2.0,6000.0,Ford,Focus,2017
O02397197RUS,1.0,10600.0,Volkswagen,Jetta,2004
98087H178RUS,1.0,1500.0,Ford,Focus,2002
O68897197RUS,1.0,9000.0,Ford,Focus,1987
Y359EY197RUS,1.0,16000.0,Skoda,Octavia,1999
O143HO197RUS,1.0,2000.0,Toyota,Corolla,2012
Y7379Y50RUS,2.0,19800.0,Ford,Focus,1982
Y8399C197RUS,1.0,6300.0,Ford,Focus,2007
9072EM178RUS,2.0,94000.0,Ford,Focus,1981
T6488M116RUS,1.0,300.0,Ford,Focus,2002
9881HX152RUS,1.0,10100.0,Ford,Focus,1998
Y973O8197RUS,2.0,7600.0,Ford,Focus,1987
E394MO152RUS,2.0,2000.0,Ford,Focus,1988
X504X8197RUS,1.0,1500.0,Skoda,Octavia,2017
H214X836RUS,2.0,4000.0,Ford,Focus,2018
T535ET96RUS,2.0,17000.0,Ford,Focus,2013
C477M7161RUS,2.0,19800.0,Ford,Focus,1987
E53488152RUS,2.0,800.0,Ford,Focus,1994
K2797K154RUS,1.0,500.0,Ford,Focus,1993
E948C8152RUS,1.0,1000.0,Ford,Focus,1980
Y316E877RUS,2.0,2000.0,Ford,Focus,1993
O719MM163RUS,2.0,9000.0,Ford,Focus,2019
7843C8197RUS,1.0,4500.0,Ford,Focus,1989
7368C8197RUS,1.0,1500.0,Ford,Focus,1996
96679X178RUS,1.0,500.0,Ford,Focus,1993
96857X197RUS,2.0,1200.0,Skoda,Octavia,2001
M256OH161RUS,1.0,1900.0,Ford,Focus,2015
M372CH197RUS,2.0,16000.0,Ford,Focus,2010
7844C8197RUS,1.0,12000.0,Ford,Focus,1991
H387TM197RUS,2.0,4000.0,Volkswagen,Passat,1997
Y166O8161RUS,2.0,2000.0,Ford,Focus,1980
705787163RUS,1.0,9500.0,Ford,Focus,2014
7197TT36RUS,1.0,6300.0,Ford,Focus,2009
84418C154RUS,2.0,500.0,Ford,Focus,1986
H385TM197RUS,1.0,900.0,Volkswagen,Passat,2002
E28877161RUS,2.0,4300.0,Ford,Focus,1993
Y653E8750RUS,2.0,8594.5864661654,Skoda,Octavia,1980
Y969O8197RUS,1.0,24000.0,Ford,Focus,1980
Y969O8197RUS,1.0,7000.0,Ford,Focus,1994
7361C8197RUS,1.0,6800.0,Ford,Focus,2017
Y038TO197RUS,2.0,3800.0,Toyota,Corolla,2018
7066C8197RUS,2.0,1600.0,Volkswagen,Passat,2002
T769OT197RUS,2.0,1600.0,Volkswagen,Golf,1987
O22297197RUS,2.0,10200.0,Ford,Focus,1989
7788KT197RUS,1.0,29700.0,Ford,Focus,2011
H115YO163RUS,2.0,15600.0,Ford,Focus,1984
E552MO152RUS,2.0,100.0,Ford,Focus,2014
O83597197RUS,1.0,1400.0,Ford,Focus,2010
M592CH197RUS,2.0,2800.0,Skoda,Octavia,2006
X762HY197RUS,1.0,4000.0,Ford,Focus,1998
M577CH197RUS,2.0,17000.0,Ford,Focus,2009
9182CE154RUS,2.0,24600.0,Ford,Focus,1990
K339T8197RUS,1.0,1300.0,Ford,Focus,2000
Y973O8197RUS,2.0,6000.0,Ford,Focus,1999
9428EX178RUS,1.0,9600.0,Ford,Focus,1995
X4128H125RUS,1.0,1400.0,Ford,Focus,1981
X256HE161RUS,1.0,800.0,Ford,Focus,2013
7842C8197RUS,1.0,18800.0,Ford,Focus,2003
O753MX161RUS,1.0,2500.0,Ford,Focus,1994
T6559O50RUS,2.0,500.0,Ford,Focus,1992
Y356O8197RUS,2.0,1600.0,Ford,Focus,1998
X759HY197RUS,1.0,8800.0,Ford,Focus,2001
H217X836RUS,1.0,5000.0,Ford,Focus,2014
Y654E8750RUS,1.0,500.0,Skoda,Octavia,1994
98017H178RUS,2.0,1000.0,Ford,Focus,2017
7183TT36RUS,2.0,9600.0,Ford,Focus,2016
O22097197RUS,1.0,2400.0,Ford,Focus,1982
H387TM197RUS,2.0,4000.0,Volkswagen,Passat,1992
E42577152RUS,2.0,13500.0,Ford,Focus,2019
Y275O8197RUS,1.0,2200.0,Ford,Focus,2011
9683EC178RUS,2.0,8594.5864661654,Ford,Focus,2008
M374CH197RUS,1.0,1400.0,Ford,Focus,1995
9943OH154RUS,2.0,4000.0,Skoda,Octavia,1982
K327T8197RUS,1.0,6000.0,Volkswagen,Golf,2013
X767HY197RUS,1.0,2300.0,Ford,Focus,2004
T686EO197RUS,1.0,900.0,Toyota,Camry,2014
7831C8197RUS,1.0,6000.0,Ford,Focus,1994
9020YC197RUS,1.0,145200.0,Skoda,Octavia,2008
7369C8197RUS,1.0,1500.0,Ford,Focus,2014
O77997197RUS,2.0,600.0,Ford,Focus,1984
7788KT197RUS,2.0,1500.0,Ford,Focus,2014
Y234E877RUS,2.0,3400.0,Ford,Focus,2005
O6939X163RUS,2.0,1500.0,Ford,Focus,1985
7364C8197RUS,2.0,18900.0,Ford,Focus,1993
9408H7178RUS,1.0,6700.0,Skoda,Octavia,1998
E40577152RUS,1.0,800.0,Ford,Focus,2010
K328T8197RUS,1.0,67200.0,Volkswagen,Golf,1995
9683EC178RUS,2.0,7500.0,Ford,Focus,2005
8439XX154RUS,2.0,8800.0,Ford,Focus,1999
X583HE161RUS,2.0,2000.0,Ford,Focus,1993
X795O796RUS,2.0,69600.0,Ford,Focus,1988
H427YH197RUS,2.0,2000.0,Volkswagen,Passat,1993
Y780EE197RUS,2.0,1000.0,Volkswagen,Golf,1987
9697MO178RUS,2.0,10300.0,Volkswagen,Golf,2018
9939KK197RUS,1.0,17000.0,Ford,Focus,1997
T018OX197RUS,1.0,8594.5864661654,Toyota,Corolla,2002
7830C8197RUS,2.0,800.0,Ford,Focus,1990
E53677152RUS,1.0,6700.0,Ford,Focus,1982
Y164O8161RUS,1.0,300.0,Ford,Focus,1985
T6419O50RUS,1.0,2000.0,Ford,Focus,1985
X765HY197RUS,2.0,8594.5864661654,Ford,Focus,1983
X423MK197RUS,1.0,16600.0,Ford,Focus,1988
7826C8197RUS,2.0,1600.0,Ford,Focus,1996
E223YM197RUS,2.0,180000.0,Ford,Focus,1981
H977HY161RUS,1.0,500.0,Ford,Focus,1983
8603T8154RUS,1.0,12000.0,Ford,Focus,2004
98047H178RUS,1.0,3000.0,Ford,Focus,1984
X522OM161RUS,2.0,1500.0,Ford,Focus,1982
O136HO197RUS,1.0,300.0,Toyota,Corolla,1991
7089H8163RUS,2.0,2500.0,Toyota,Corolla,1999
O718MM163RUS,1.0,4200.0,Ford,Focus,2018
7608EE777RUS,2.0,900.0,Skoda,Octavia,1991
T171CC96RUS,2.0,13000.0,Ford,Focus,2017
E822TH36RUS,1.0,3000.0,Ford,Focus,2002
H115YO163RUS,1.0,1000.0,Ford,Focus,2015
7365C8197RUS,1.0,3000.0,Ford,Focus,2018
C299K9154RUS,2.0,10100.0,Ford,Focus,2015
M2169X197RUS,1.0,600.0,Ford,Focus,2011
Y7659C197RUS,2.0,49200.0,Ford,Focus,1990
E396MO152RUS,2.0,1000.0,Ford,Focus,2017
O22297197RUS,2.0,9000.0,Ford,Focus,2001
7364C8197RUS,2.0,1900.0,Ford,Focus,2008
Y192O8161RUS,1.0,2200.0,Ford,Focus,2013
H220X836RUS,2.0,3500.0,Ford,Focus,1994
T483CT96RUS,2.0,800.0,Ford,Focus,1997
X257HE161RUS,2.0,800.0,Ford,Focus,2012
8182XX154RUS,1.0,500.0,Ford,Focus,1981
X796TH96RUS,2.0,40600.0,Ford,Focus,1992
T011MY163RUS,1.0,2300.0,Ford,Focus,2007
T341CC96RUS,2.0,7100.0,Volkswagen,Passat,2005
T119CT96RUS,2.0,200.0,Ford,Focus,1997
X123YZ77RUS,1.0,5000.0,Honda,Civic,1995
Y456AB77RUS,2.0,3200.0,Nissan,Sentra,2005
Z789CD77RUS,1.0,4100.0,Kia,Rio,2010
A012EF77RUS,2.0,2800.0,Hyundai,Elantra,2015
B345GH77RUS,1.0,7500.0,Mazda,3,2018
